Timestamp;Air Temperature Reference Sensor (°C);Air Temperature EVE (SHT40) Sensor (°C);"RH Reference Sensor (%; 2m)";RH EVE (SHT40) Sensor (%);Air Pressure EVE (BMP280) Sensor (hPa);Global Radiation Reference Sensor (W m-2);PAR EVE Sensor (micro mol m-2 s-1)
11.09.2025 05:21;14,53;15,16;99,7;93,43;999,48;0;0
11.09.2025 05:59;14,47;15,15;99,7;94,11;999,24;6;0
11.09.2025 06:37;14,05;15,07;99,7;94,03;999,34;98;0
11.09.2025 07:15;14,44;14,67;99,7;92,96;999,61;202;0
11.09.2025 07:54;14,95;15,07;99,7;91,78;999,88;304;6,674256305
11.09.2025 08:32;15,85;15,63;99,7;88,31;1000,12;384;61,12938827
11.09.2025 09:10;16,7;16,65;99,7;83,24;1000,39;466;111,3956639
11.09.2025 09:48;17,37;19,26;99,7;76,35;1000,55;508;1129,287746
11.09.2025 10:26;18,55;25,32;99,7;58,37;1000,67;607;1359,674843
11.09.2025 11:04;19,35;28,03;95,8;51,19;1000,99;644;1464,39625
11.09.2025 11:42;20,26;30,49;92,5;48,53;1001;665;1543,98452
11.09.2025 12:20;21,33;30,81;86,8;45,52;1000,96;673;1590,06194
11.09.2025 12:58;22,06;32,07;81,8;44;1001,13;650;1611,006221
11.09.2025 13:36;21,61;32,77;75,3;42,31;1001,17;213;1556,551089
11.09.2025 13:55;21,69;29,37;76,1;47,47;1001,14;237;190,9839337
11.09.2025 13:55;21,69;28,59;76,1;48,22;1001,25;237;48,56281935
11.09.2025 14:23;21,28;25,43;76,6;53,87;1001,23;272;10,86311261
11.09.2025 14:24;21,28;25,2;76,6;53,49;1001,31;272;2,4854
